MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
4,4,2,1,3,6,8,4,5,4,2,3,2,3,7,6,1,5,10,4,0.42
3,4,4,5,7,3,7,4,5,5,4,3,9,4,4,5,4,7,6,4,0.485
6,1,2,4,2,7,1,6,7,5,9,5,5,5,6,2,5,3,1,7,0.445
8,2,9,3,4,4,6,3,3,6,8,2,5,4,4,7,4,3,7,3,0.475
5,1,3,13,6,4,6,4,6,3,7,9,4,4,7,5,6,6,3,5,0.535
7,5,5,4,8,6,3,7,6,6,4,2,3,6,6,5,6,9,6,6,0.55
5,3,4,11,6,3,8,6,4,2,9,5,2,1,4,6,3,4,8,5,0.495
2,5,10,4,5,6,6,6,3,6,8,3,6,12,4,6,7,4,4,7,0.57
5,5,5,6,4,3,5,7,4,2,4,7,6,10,9,5,1,8,7,7,0.55
9,6,6,3,4,4,5,5,4,6,4,3,7,5,4,1,5,10,4,2,0.485
7,5,6,6,8,3,7,3,5,9,5,3,4,10,4,7,4,5,6,2,0.545
4,4,3,7,2,5,6,0,4,2,4,6,4,2,4,6,4,7,6,4,0.42
6,7,4,3,4,2,2,5,2,6,7,4,3,6,6,6,4,3,6,6,0.46
7,3,2,4,5,9,6,4,7,8,7,4,1,5,2,4,7,5,7,9,0.53
5,2,2,5,1,3,9,6,2,1,4,5,8,2,5,10,1,13,2,8,0.47
5,5,4,1,4,8,4,7,3,4,4,4,5,4,5,3,7,7,2,7,0.465
4,5,4,3,4,4,2,5,4,4,7,6,4,8,2,2,3,7,9,5,0.46
3,4,5,7,3,6,5,5,6,8,6,7,6,3,6,7,2,4,4,3,0.5
9,7,3,3,5,8,6,5,7,4,7,4,6,4,4,2,4,6,3,2,0.495
3,5,5,6,8,3,8,6,2,4,9,6,3,3,3,4,11,7,6,3,0.525
5,2,7,9,3,5,3,1,6,5,5,3,13,6,5,3,2,5,3,7,0.49
3,11,2,3,7,3,5,3,4,6,8,4,5,6,6,3,4,5,3,3,0.47
8,4,7,4,8,8,2,6,6,8,8,5,9,4,6,3,3,6,1,4,0.55
4,6,10,5,3,4,8,5,5,6,3,2,4,8,3,7,10,7,9,1,0.55
4,4,7,3,6,5,9,1,6,3,3,4,1,7,5,5,3,8,5,4,0.465
3,5,4,7,8,4,4,6,4,4,4,7,3,3,7,6,1,9,5,7,0.505
5,4,5,6,11,6,4,4,4,6,3,7,4,2,2,4,5,2,7,6,0.485
2,3,2,3,5,2,5,6,4,9,3,6,7,2,10,2,2,3,6,10,0.46
1,6,7,4,5,8,5,7,2,4,6,7,11,4,5,4,3,6,3,6,0.52
6,3,3,8,2,4,8,2,7,6,10,5,7,3,4,5,7,5,5,11,0.555
2,2,7,3,4,7,2,8,3,4,3,5,3,3,2,3,5,3,5,2,0.38
10,6,5,7,2,4,3,2,4,8,5,4,8,7,5,7,4,5,9,4,0.545
2,2,5,6,2,3,5,6,4,4,6,7,2,4,3,4,5,4,6,5,0.425
7,4,4,5,9,8,4,3,1,3,4,4,3,3,4,4,5,4,5,5,0.445
4,6,4,4,1,5,5,3,5,2,4,8,7,2,2,2,7,4,7,5,0.435
3,4,7,4,7,2,3,7,9,12,3,3,5,2,3,5,6,9,4,6,0.52
4,4,4,5,2,6,7,5,6,2,4,3,7,7,7,6,3,6,3,5,0.48
3,4,4,4,5,6,8,5,5,5,6,5,5,2,5,7,7,6,3,2,0.485
6,7,6,1,7,4,4,6,0,3,5,8,7,2,5,4,5,8,6,7,0.505
4,10,4,8,3,7,10,6,3,5,11,1,7,4,4,4,10,4,3,4,0.56
8,5,3,2,5,4,5,4,6,5,4,1,9,3,3,7,3,4,4,7,0.46
2,5,6,2,8,5,4,3,6,1,7,6,4,5,7,7,4,3,4,5,0.47
6,5,5,3,3,6,5,4,5,5,7,5,4,8,1,4,2,8,4,3,0.465
4,5,5,4,1,3,8,3,1,5,6,3,6,0,1,2,9,4,5,4,0.395
5,5,6,4,8,2,5,6,2,6,4,4,10,5,5,5,4,4,3,6,0.495
5,8,6,4,6,3,4,7,7,8,4,4,4,4,2,4,4,2,6,7,0.495
3,3,3,12,3,1,1,7,4,5,6,4,7,6,2,13,7,2,6,2,0.485
10,7,5,5,6,2,5,4,8,7,6,9,4,2,9,4,5,9,9,3,0.595
6,3,3,7,7,7,4,6,5,7,5,5,1,5,5,6,3,8,4,5,0.51
2,7,5,2,3,2,3,4,0,4,9,7,2,5,5,3,5,7,4,9,0.44
1,6,9,6,4,6,5,4,8,4,7,8,2,3,8,3,10,2,5,4,0.525
4,7,2,6,4,5,3,8,4,3,6,4,4,2,1,5,6,4,6,3,0.435
6,6,4,11,9,5,4,7,8,4,7,4,5,9,6,6,5,5,9,5,0.625
3,8,3,7,5,7,5,2,4,2,4,3,3,9,2,6,3,3,5,3,0.435
5,6,2,6,3,3,5,10,6,7,5,2,5,7,8,4,5,5,7,6,0.535
6,5,6,10,2,5,2,4,5,6,7,8,3,3,7,7,5,1,6,8,0.53
2,4,5,5,6,4,5,4,4,6,3,7,6,6,5,3,4,4,3,3,0.445
7,4,2,6,4,4,5,8,1,6,6,3,9,10,5,6,6,2,5,4,0.515
3,6,6,3,4,7,4,8,6,4,7,3,8,5,3,5,6,6,6,2,0.51
9,7,6,7,8,7,2,5,2,4,5,2,5,3,6,8,3,6,3,6,0.52
5,6,6,6,6,6,2,4,11,3,4,4,5,7,4,1,5,7,7,5,0.52
2,4,4,8,6,5,8,2,5,5,3,7,5,3,8,3,1,1,4,5,0.445
6,6,4,7,2,4,0,2,8,4,1,5,5,7,4,4,3,1,4,2,0.395
8,4,3,3,7,6,5,1,6,3,3,8,7,3,8,4,4,1,8,12,0.52
3,5,5,4,6,3,2,6,5,7,4,7,9,2,7,4,5,4,3,5,0.48
5,3,6,2,4,7,6,8,5,7,2,7,6,6,5,1,2,4,2,2,0.45
7,9,6,4,7,4,5,2,4,5,4,7,7,4,6,6,5,6,9,11,0.59
2,2,1,4,5,7,4,6,3,8,5,4,7,1,2,3,6,4,4,3,0.405
7,5,6,5,5,4,3,5,7,4,3,3,2,7,4,8,4,7,9,4,0.51
6,4,6,4,1,7,6,4,5,9,6,5,8,3,6,7,5,2,3,9,0.53
5,5,5,5,4,4,5,4,3,4,2,8,11,13,3,4,5,9,1,3,0.515
6,7,8,6,3,7,5,2,6,2,3,3,7,6,9,6,5,5,3,8,0.535
6,3,6,10,5,7,6,2,4,6,6,2,11,7,2,6,2,1,9,5,0.53
7,7,3,8,10,4,4,5,5,4,9,1,6,6,6,5,9,6,4,5,0.57
4,3,7,6,6,5,5,5,7,1,4,5,3,4,3,3,8,6,5,7,0.485
3,2,8,7,2,3,2,8,6,11,7,5,5,3,5,0,1,6,6,6,0.48
5,9,4,10,5,5,7,3,3,3,4,1,3,3,5,8,5,3,5,9,0.5
4,1,6,6,4,6,4,2,6,4,6,4,4,7,6,8,12,6,4,13,0.565
9,5,3,1,4,5,3,5,6,2,3,8,5,4,4,7,4,8,5,4,0.475
6,3,7,3,8,6,7,4,4,7,5,9,4,4,5,6,1,6,5,3,0.515
2,10,4,6,5,4,2,5,4,6,4,7,5,8,3,6,3,4,7,3,0.49
6,2,2,5,3,2,13,4,5,3,4,3,6,3,8,5,7,4,13,8,0.53
4,4,1,10,6,6,5,6,4,10,4,5,3,6,3,6,4,7,3,5,0.51
4,7,7,7,10,3,4,7,5,8,5,1,3,6,7,6,6,9,1,8,0.57
3,4,6,6,8,4,3,6,4,6,4,4,4,4,6,6,2,8,6,4,0.49
9,8,3,6,5,4,4,6,4,2,7,5,3,2,4,3,3,6,6,7,0.485
6,7,5,5,5,4,4,7,6,3,3,6,9,3,5,5,4,4,5,10,0.53
2,10,8,8,5,6,6,7,5,5,5,5,3,4,2,5,6,4,5,9,0.55
4,2,7,5,3,7,6,6,6,6,5,7,4,4,5,3,7,4,3,5,0.495
2,4,4,5,6,6,7,5,8,2,6,5,3,9,3,4,3,12,6,6,0.53
3,5,3,2,4,7,8,3,2,5,4,5,7,6,4,5,5,5,4,6,0.465
10,3,6,3,7,6,5,9,9,4,2,10,5,0,6,4,4,7,8,7,0.575
3,7,4,2,7,3,7,5,3,8,3,5,5,8,3,7,8,3,5,3,0.495
2,3,6,3,7,2,7,3,4,1,1,3,5,6,3,2,1,8,6,7,0.4
4,9,5,3,5,5,5,4,7,4,4,3,3,10,5,8,5,5,6,2,0.51
4,11,8,12,3,4,4,4,5,1,5,6,6,2,6,4,3,8,3,7,0.53
2,10,1,6,6,7,4,5,4,3,3,4,5,5,7,0,8,8,6,6,0.5
10,5,6,5,8,6,3,0,6,4,3,6,4,4,3,9,1,7,8,5,0.515
6,4,6,6,8,5,4,9,7,6,5,5,5,4,8,1,6,5,7,8,0.575
2,3,5,5,6,5,4,4,6,5,3,4,4,9,7,6,5,9,1,9,0.51
9,6,4,14,1,4,5,2,6,2,5,10,1,3,4,6,5,12,6,5,0.55
5,6,4,5,6,3,8,4,1,9,3,4,6,1,4,4,4,6,3,5,0.455
4,2,9,6,6,3,2,5,9,5,4,3,2,6,6,4,5,3,6,8,0.49
4,2,3,9,7,6,8,5,3,8,6,1,6,5,2,8,6,3,2,5,0.495
3,4,4,2,6,3,6,5,6,5,8,8,6,5,4,5,4,8,7,3,0.51
5,3,8,4,3,5,3,3,5,9,5,10,6,4,0,5,3,5,1,2,0.445
1,4,2,5,2,6,1,5,5,4,4,4,4,0,6,4,1,4,3,3,0.34
5,7,10,6,3,4,7,5,5,4,6,2,6,3,13,8,3,4,3,3,0.535
5,6,2,5,7,5,4,6,9,10,5,2,3,5,4,1,5,5,5,4,0.49
2,7,4,10,7,8,5,7,2,5,7,6,6,9,7,3,4,4,7,2,0.56
5,2,7,5,7,6,5,4,7,6,7,2,5,3,5,8,3,2,2,5,0.48
10,8,6,4,5,8,7,6,4,4,10,5,7,3,1,3,1,9,5,4,0.55
5,3,7,6,8,4,5,6,4,9,6,5,6,3,3,3,5,2,6,2,0.49
5,7,8,4,3,4,3,0,0,5,8,1,4,4,4,3,5,6,5,5,0.42
8,4,2,3,3,4,1,6,6,6,6,5,4,10,6,3,6,4,8,7,0.51
4,2,3,5,4,5,5,7,4,2,3,3,6,8,2,7,7,5,3,10,0.475
5,8,4,5,7,9,1,8,2,7,3,5,8,5,6,7,3,6,5,4,0.54
5,7,10,7,3,5,2,5,4,5,4,10,8,7,11,6,5,6,5,4,0.595
5,7,10,5,6,5,4,7,7,6,3,5,6,9,4,3,5,8,5,6,0.58
6,7,7,11,5,3,6,7,5,6,4,4,5,6,7,3,4,2,5,3,0.53
4,5,5,9,2,4,3,3,10,9,2,6,5,3,7,6,6,5,4,5,0.515
7,6,7,3,7,4,3,8,5,4,7,3,4,9,1,5,8,5,4,10,0.55
7,5,6,5,4,0,2,5,7,2,4,6,9,5,3,5,4,6,3,3,0.455
6,1,4,4,4,9,4,4,6,6,6,2,5,5,3,10,4,5,6,4,0.49
8,8,5,4,1,3,7,10,8,4,8,8,3,6,5,6,4,1,8,3,0.55
6,4,5,2,5,4,5,5,5,4,8,7,3,5,5,5,3,3,5,3,0.46
6,7,4,6,7,10,9,7,8,4,4,5,7,7,4,2,8,8,4,10,0.635
7,3,1,1,6,8,8,8,0,4,4,6,4,7,4,1,3,2,4,4,0.425
8,4,5,6,2,4,5,5,4,4,8,3,2,2,4,4,2,7,5,5,0.445
3,7,6,8,4,5,1,2,3,6,10,6,5,8,4,3,7,2,5,8,0.515
5,4,5,6,4,2,9,5,3,6,5,4,5,4,6,4,5,10,4,7,0.515
4,6,6,3,5,3,5,6,7,7,4,6,6,4,9,11,5,1,3,3,0.52
3,9,4,3,4,6,6,6,4,6,6,6,4,8,6,8,6,6,5,3,0.545
4,2,2,4,6,6,3,5,2,10,2,4,6,7,9,6,5,2,9,5,0.495
5,5,7,6,9,5,2,5,5,2,10,3,3,8,5,5,6,5,5,3,0.52
2,5,5,6,2,5,5,5,3,5,8,5,0,8,5,2,6,7,5,5,0.47
8,4,5,2,1,5,5,2,2,9,7,2,4,8,4,3,4,7,3,3,0.44
2,4,6,7,6,5,6,3,2,7,8,5,10,8,8,8,7,8,1,5,0.58
8,3,6,6,4,5,4,4,6,8,3,2,6,7,3,5,3,4,4,5,0.48
6,1,7,7,4,7,5,7,6,10,7,6,4,4,3,6,4,5,8,12,0.595
2,7,1,6,3,7,4,9,8,5,6,6,6,5,8,4,2,9,4,2,0.52
7,6,0,5,8,4,4,9,2,2,8,8,6,6,8,8,2,6,5,2,0.53
3,2,2,5,2,3,4,3,5,4,5,5,8,9,4,7,7,5,5,6,0.47
8,3,7,11,4,8,9,4,5,8,5,4,5,4,4,2,8,6,3,5,0.565
7,3,7,7,7,4,9,3,4,7,5,2,1,2,5,6,5,5,9,5,0.515
6,8,8,7,9,4,9,4,5,5,5,6,5,5,4,4,8,6,4,5,0.585
2,5,1,7,4,5,8,5,3,1,5,5,3,8,4,4,2,3,5,5,0.425
5,5,10,6,5,4,7,10,2,3,5,4,6,4,6,5,5,8,4,1,0.525
5,2,6,4,5,3,8,7,9,7,6,6,5,1,1,3,8,6,6,2,0.5
5,6,2,2,5,6,7,2,3,5,3,4,4,4,5,10,3,7,3,6,0.46
6,6,4,4,10,2,3,1,2,6,7,4,3,9,5,6,3,3,5,8,0.485
3,2,5,5,11,1,1,3,2,6,5,5,3,2,6,3,2,6,11,5,0.435
5,5,7,4,5,4,4,7,6,10,2,4,8,7,4,3,3,5,3,3,0.495
4,3,7,3,4,2,5,4,2,0,3,7,2,5,5,2,6,2,4,4,0.37
8,4,11,5,7,3,4,5,4,4,2,5,0,5,5,5,5,7,7,4,0.5
7,8,4,6,4,9,8,2,8,5,6,5,1,5,1,9,3,8,2,3,0.52
5,5,6,7,3,2,6,2,9,6,8,3,9,2,6,4,4,7,3,4,0.505
4,5,7,5,1,6,2,4,2,6,7,5,6,2,7,12,5,3,1,8,0.49
3,6,5,5,7,5,4,1,7,8,7,2,4,9,4,5,6,4,6,9,0.535
3,3,1,5,5,5,7,4,7,4,4,4,2,4,1,3,2,7,7,5,0.415
4,4,7,8,8,8,11,2,9,11,8,2,8,5,6,5,5,6,1,4,0.61
4,8,2,8,4,4,5,3,1,3,4,1,4,6,4,5,1,7,3,3,0.4
3,3,5,4,5,8,5,5,4,4,8,4,3,6,2,5,6,3,3,5,0.455
7,4,6,5,4,5,6,4,2,3,3,6,2,2,4,8,6,3,4,7,0.455
4,1,5,3,4,16,3,7,6,6,5,3,5,7,5,3,5,7,9,4,0.54
6,2,7,4,5,8,6,6,3,7,4,8,8,4,4,3,5,8,6,3,0.535
4,4,5,9,6,6,7,8,8,9,5,5,4,6,8,4,6,4,7,4,0.595
3,4,3,8,9,7,4,3,7,3,4,7,4,4,2,4,8,6,5,4,0.495
4,4,5,1,4,8,9,2,3,7,5,10,4,6,4,6,4,7,5,4,0.51
3,3,3,6,5,6,3,6,4,4,3,4,5,11,4,5,8,2,3,4,0.46
9,5,4,2,4,4,6,4,8,7,4,5,6,4,6,6,2,7,6,2,0.505
7,4,4,4,6,4,5,5,4,3,4,5,2,8,1,7,5,4,3,8,0.465
5,5,4,4,2,8,5,3,9,7,3,7,2,8,7,6,8,3,7,4,0.535
9,10,2,6,4,8,7,4,4,6,2,6,4,3,8,5,7,5,3,3,0.53
4,6,4,9,5,4,1,3,6,3,1,9,7,8,6,5,6,1,3,6,0.485
3,5,6,4,6,8,2,4,4,2,2,6,5,6,4,5,3,3,6,4,0.44
3,5,1,5,3,6,3,3,4,3,4,4,12,2,4,10,4,8,4,2,0.45
6,3,3,6,4,2,4,5,4,5,8,3,4,3,2,4,0,7,3,4,0.4
4,5,6,3,3,11,9,10,7,3,6,7,4,3,3,7,8,5,5,4,0.565
3,6,0,3,6,4,4,4,2,5,4,6,3,7,6,6,6,7,5,4,0.455
5,4,5,6,5,4,4,3,4,8,6,7,5,6,4,4,5,3,2,3,0.465
6,5,7,6,6,8,7,10,2,6,4,2,7,3,3,3,5,4,9,4,0.535
4,7,3,1,2,5,5,4,2,9,5,7,10,4,3,4,7,4,4,10,0.5
6,3,5,2,4,3,6,6,1,3,5,4,5,8,1,3,5,4,5,7,0.43
3,7,7,5,4,3,6,5,7,5,8,6,2,4,8,6,2,9,7,4,0.54
5,8,5,6,4,0,7,1,6,8,3,4,3,5,5,4,7,3,3,2,0.445
2,3,4,3,5,4,5,3,4,6,6,6,7,3,1,6,4,7,8,7,0.47
5,7,3,9,5,5,7,6,4,7,4,7,7,5,3,7,4,8,7,2,0.56
7,4,4,7,7,2,4,7,8,6,8,7,5,5,4,9,4,5,5,5,0.565
10,4,5,4,5,5,7,3,5,4,5,6,4,1,7,5,3,5,6,10,0.52
6,9,2,3,8,7,2,7,3,3,4,3,2,3,1,7,6,6,4,9,0.475
8,1,2,6,9,3,5,4,6,11,2,7,6,3,7,5,4,5,5,7,0.53
1,2,5,3,3,7,3,8,5,6,5,4,4,1,5,5,8,5,8,6,0.47
4,6,8,5,8,1,5,8,10,8,1,4,7,12,4,5,2,5,0,7,0.55
4,6,4,4,4,2,4,5,6,7,7,5,3,2,4,5,5,7,4,6,0.47
5,4,4,3,4,5,10,1,6,5,8,5,6,1,2,5,3,6,6,6,0.475
4,9,5,5,4,3,7,5,5,6,4,3,8,5,5,10,3,5,1,2,0.495
5,5,4,5,5,7,4,6,8,2,6,6,5,5,5,6,3,3,5,5,0.5
6,9,10,6,6,3,5,9,7,6,3,4,5,5,4,12,3,3,3,5,0.57
7,5,3,3,3,4,6,8,8,7,6,5,7,5,6,5,2,6,4,4,0.52
3,4,6,5,7,2,4,5,4,4,8,6,5,10,4,8,6,4,6,4,0.525
7,4,5,3,9,12,6,8,4,1,9,6,3,6,7,2,4,9,2,5,0.56
4,4,10,6,6,6,5,1,9,4,7,3,5,4,8,1,4,4,7,7,0.525
9,6,4,3,4,7,4,4,3,5,3,6,5,5,3,3,9,5,8,3,0.495
6,6,5,1,0,6,5,5,2,9,3,3,2,2,5,4,5,7,5,3,0.42
4,5,6,3,12,5,6,5,4,4,6,3,15,5,5,9,4,4,3,6,0.57
7,5,5,7,5,4,5,2,6,5,5,3,4,4,11,4,2,4,5,4,0.485
9,9,3,6,7,5,6,6,4,4,5,8,3,5,6,2,5,6,4,4,0.535
8,4,5,8,6,8,6,2,5,2,8,6,3,2,7,5,7,4,8,7,0.555
4,9,4,12,3,6,2,5,3,6,6,4,10,2,5,8,8,4,4,3,0.54
6,3,3,5,5,4,10,1,6,11,3,8,7,8,7,4,3,4,0,6,0.52
5,4,2,4,6,5,1,10,6,5,4,1,3,4,4,8,6,7,8,9,0.51
4,2,3,4,7,5,3,3,6,12,7,7,2,7,6,5,7,7,8,4,0.545
3,9,5,13,4,7,5,4,7,7,5,8,7,4,1,7,3,6,3,2,0.55
4,7,6,5,5,3,3,7,6,8,4,4,5,3,3,3,4,5,1,8,0.47
5,2,3,3,7,9,0,7,8,7,9,3,4,2,6,6,2,2,2,6,0.465
2,5,4,7,2,6,4,2,5,5,3,4,3,4,6,6,7,4,4,3,0.43
5,4,5,3,2,3,3,6,3,3,5,5,7,2,7,2,12,4,3,7,0.455
4,6,4,8,6,3,4,5,6,8,9,6,6,5,5,6,4,4,10,5,0.57
3,9,8,4,3,8,9,3,9,5,3,7,3,3,4,6,3,2,4,6,0.51
9,5,6,6,2,6,7,5,8,4,3,5,5,3,6,7,8,5,0,12,0.56
7,9,6,7,8,11,8,4,4,7,4,4,3,6,2,8,7,10,4,0,0.595
2,4,5,7,3,4,4,6,6,5,5,9,1,8,8,6,8,0,9,6,0.53
6,5,4,5,4,1,4,8,5,4,4,6,6,4,5,9,7,9,3,4,0.515
6,5,4,6,2,8,8,9,5,7,7,3,7,4,7,4,10,1,5,2,0.55
3,3,7,6,4,3,1,2,4,4,3,6,7,9,4,8,5,4,2,7,0.46
4,5,5,4,5,3,9,6,5,4,3,6,8,4,4,7,7,2,2,4,0.485
4,1,2,6,4,1,4,2,4,5,5,0,7,4,6,3,4,3,4,7,0.38
4,6,4,6,9,6,6,9,5,8,3,4,4,3,5,7,4,5,8,6,0.56
2,5,5,3,2,4,4,4,6,7,4,5,3,5,5,6,7,1,7,7,0.46
4,3,6,5,2,3,8,10,6,7,6,7,6,2,6,3,5,4,5,1,0.495
1,2,6,10,7,1,8,5,5,9,8,5,8,6,4,10,5,4,3,3,0.55
6,6,3,6,1,0,2,6,5,2,5,4,3,7,1,1,5,2,4,5,0.37
7,1,6,6,4,4,4,2,4,2,4,2,7,5,5,4,6,4,3,4,0.42
7,7,5,5,6,2,5,5,5,4,5,3,5,6,8,8,3,4,5,6,0.52
7,6,6,6,8,7,7,4,4,4,7,6,5,7,6,8,3,7,7,6,0.605
8,6,3,5,10,4,5,4,4,3,5,1,1,7,8,5,5,6,10,4,0.52
4,5,5,4,7,1,3,4,0,7,4,5,5,6,3,5,6,3,4,4,0.425
5,2,4,4,5,5,5,4,5,6,6,6,9,5,10,8,7,6,5,4,0.555
4,4,9,6,6,9,2,5,6,5,6,7,5,8,4,2,3,4,3,7,0.525
3,3,5,6,7,5,8,7,6,3,5,1,5,2,5,4,3,5,8,9,0.5
8,8,4,8,6,5,5,7,1,1,7,4,4,5,7,2,4,3,2,6,0.485
7,8,7,2,5,3,5,3,3,6,4,2,9,4,3,10,8,3,4,6,0.51
6,5,5,8,8,0,4,3,4,7,2,7,7,3,3,4,8,5,6,9,0.52
1,7,3,4,9,5,10,4,5,1,3,3,2,3,6,4,5,5,3,6,0.445
3,4,6,5,7,4,2,4,5,4,7,5,6,9,8,10,3,5,6,2,0.525
1,2,5,5,4,4,6,4,8,2,4,5,3,6,9,6,3,3,7,3,0.45
6,5,6,4,3,6,8,2,7,4,10,6,7,6,10,7,14,4,6,5,0.63
3,8,4,5,7,4,6,6,7,6,4,3,6,4,4,5,3,4,6,6,0.505
3,3,6,6,3,7,4,6,7,10,3,4,4,2,2,5,3,5,2,3,0.44
2,3,5,2,2,7,5,7,6,5,5,4,4,10,7,7,2,6,6,9,0.52
4,3,2,4,5,8,6,7,4,6,5,6,4,2,5,8,2,5,6,1,0.465
5,7,8,5,3,11,6,6,5,5,6,4,3,4,4,9,4,5,5,3,0.54
1,4,5,8,2,3,4,6,3,2,11,7,3,7,4,4,3,5,6,5,0.465
4,4,6,6,2,7,7,7,5,4,5,6,5,6,6,3,6,6,3,3,0.505
4,2,4,5,5,6,5,2,4,9,3,5,7,5,7,5,5,2,2,7,0.47
5,3,8,3,3,6,7,1,5,2,7,2,4,2,6,2,6,2,4,6,0.42
6,4,2,4,4,3,8,3,6,10,6,2,1,7,6,3,5,6,8,9,0.515
2,9,7,4,3,8,5,3,4,4,3,7,4,10,5,7,3,3,5,4,0.5
6,5,5,6,10,4,4,2,5,10,7,4,3,6,7,8,3,6,8,3,0.56
5,10,6,8,7,2,5,3,5,5,2,2,4,9,4,12,2,4,3,8,0.53
13,10,6,1,1,8,6,6,4,5,3,4,3,2,3,6,7,3,5,3,0.495
5,4,5,5,5,2,4,2,6,8,5,7,3,4,10,8,5,8,5,6,0.535
4,6,5,4,5,5,7,8,4,5,4,5,6,4,4,10,7,8,4,6,0.555
6,1,6,2,5,2,8,6,8,5,7,5,5,3,4,5,11,5,4,5,0.515
4,3,8,9,3,9,5,7,2,3,5,6,5,5,5,3,5,6,8,11,0.56
5,9,5,3,5,8,5,3,8,5,11,4,7,5,4,6,7,3,8,5,0.58
6,2,5,5,6,8,2,6,2,3,5,7,6,9,4,7,5,6,10,7,0.555
9,4,6,5,3,7,1,5,1,10,3,5,4,8,4,1,8,6,6,5,0.505
3,7,3,7,6,3,4,7,2,1,5,4,3,10,6,4,10,5,7,11,0.54
5,5,7,3,5,4,10,3,6,7,5,5,4,4,6,2,8,3,4,6,0.51
4,6,1,6,5,5,1,7,5,11,4,4,4,7,2,7,2,8,5,4,0.49
4,3,9,3,6,1,6,3,1,5,6,3,3,2,7,5,5,4,1,5,0.41
5,8,5,7,4,5,6,3,4,1,6,5,2,6,2,6,6,6,4,4,0.475
2,3,6,6,7,2,6,7,8,3,7,5,8,1,2,7,7,3,2,6,0.49
3,2,6,7,12,6,5,2,4,4,5,7,2,9,7,7,7,1,5,7,0.54
2,6,1,9,2,7,6,2,9,5,1,3,5,7,7,4,9,4,4,3,0.48
4,9,6,5,5,6,5,2,8,7,5,6,5,1,6,6,5,5,2,4,0.51
4,3,6,5,2,6,4,5,7,4,4,9,1,6,2,8,4,3,4,9,0.48
6,1,7,7,2,6,3,3,5,1,2,11,6,5,3,6,6,5,3,7,0.475
5,0,5,4,5,1,7,3,5,8,3,5,2,2,5,5,2,12,1,5,0.425
8,7,2,1,2,9,7,6,2,7,6,2,5,4,6,5,5,4,8,4,0.5
6,2,6,7,7,7,4,2,7,5,5,3,3,4,7,6,4,4,2,6,0.485
4,6,3,5,9,4,8,4,5,2,4,6,3,3,1,1,5,2,4,5,0.42
4,5,4,4,13,7,8,4,2,4,4,4,3,8,5,3,2,5,2,5,0.48
6,6,6,2,4,3,4,6,6,8,6,11,7,4,4,2,4,4,4,1,0.49
5,6,9,3,2,7,4,5,5,2,1,1,5,6,2,7,5,6,3,3,0.435
5,8,6,7,5,6,7,7,4,3,2,10,1,4,9,5,6,4,10,10,0.595
9,6,5,5,4,6,2,5,2,3,5,4,10,6,3,5,3,7,4,4,0.49
7,4,7,6,5,2,5,4,3,5,4,3,6,2,3,6,9,7,3,4,0.475
4,3,4,9,3,3,7,7,3,7,3,6,5,9,5,6,4,5,6,2,0.505
7,3,6,3,5,9,6,7,7,9,4,2,2,6,6,6,9,2,4,6,0.545
5,6,6,3,6,7,3,5,4,9,5,6,2,5,4,2,6,3,3,6,0.48
6,2,3,5,5,5,5,6,6,4,8,6,4,10,4,7,3,8,4,10,0.555
6,1,5,6,5,5,7,5,6,4,2,8,5,3,4,4,6,5,5,4,0.48
6,7,12,6,6,1,8,3,6,13,7,2,7,10,1,6,4,4,7,3,0.595
2,4,5,11,2,5,5,3,6,9,6,5,6,6,3,9,6,5,2,7,0.535
6,3,5,4,7,4,4,3,8,1,8,6,3,5,4,2,3,4,4,5,0.445
11,5,5,8,8,7,8,4,7,9,7,3,3,4,7,5,3,5,7,4,0.6
6,2,6,4,3,3,5,4,7,7,7,3,6,4,5,5,5,5,7,3,0.485
5,2,4,9,7,9,5,9,2,5,6,6,4,4,5,8,3,4,4,4,0.525
9,6,4,5,4,10,5,6,5,3,1,5,10,4,6,4,4,1,6,7,0.525
5,6,6,6,7,1,8,5,5,10,4,4,2,2,4,3,4,10,1,3,0.48
4,5,3,4,3,7,4,2,7,11,7,5,4,6,5,7,2,6,5,5,0.51
5,5,4,4,6,1,2,3,1,6,2,6,5,3,0,7,8,4,4,2,0.39
5,4,6,4,5,6,0,4,10,4,4,5,8,4,4,4,4,5,7,2,0.475
6,8,3,5,3,7,1,6,6,7,5,6,6,6,5,2,3,5,2,3,0.475
4,1,5,9,7,5,3,8,3,4,7,5,6,5,5,6,2,4,5,7,0.505
5,3,3,5,2,4,3,2,5,3,6,4,7,2,4,7,10,3,2,2,0.41
6,6,6,6,6,4,5,5,7,2,9,5,8,5,3,7,8,4,4,7,0.565
1,7,2,2,3,3,5,6,2,8,3,6,5,3,1,2,4,5,4,2,0.37
2,5,3,4,6,3,9,2,8,5,6,3,3,6,2,8,4,4,4,4,0.455
3,0,3,7,3,7,8,6,3,6,3,9,4,4,5,4,6,3,5,6,0.475
3,3,4,4,4,5,3,5,4,4,3,1,5,9,5,4,1,6,6,4,0.415
